TIME,TIMECORR,CADENCENO,SAP_FLUX,SAP_FLUX_ERR,SAP_BKG,SAP_BKG_ERR,PDCSAP_FLUX,PDCSAP_FLUX_ERR,SAP_QUALITY,PSF_CENTR1,PSF_CENTR1_ERR,PSF_CENTR2,PSF_CENTR2_ERR,MOM_CENTR1,MOM_CENTR1_ERR,MOM_CENTR2,MOM_CENTR2_ERR,POS_CORR1,POS_CORR2
2082.96,0,96607,49240.21,7.03,3309.29,1.48,52104.84,7.41,0,783.35,0,145.95,0,783.29,0,145.89,0,-0.07,0.07
2082.98,0,96608,49262.45,7.03,3312.64,1.48,52173.47,7.41,0,783.36,0,145.93,0,783.32,0,145.88,0,-0.04,0.05
2083,0,96609,49280.01,7.03,3313.43,1.48,52231.54,7.41,0,783.38,0,145.91,0,783.34,0,145.86,0,-0.03,0.04
2083.02,0,96610,51694.63,7.15,3317.71,1.48,54916.08,7.52,0,783.39,0,145.88,0,783.37,0,145.84,0,0,0.01
2083.05,0,96611,52129.75,7.17,3314.93,1.48,55347.8,7.55,0,783.4,0,145.86,0,783.39,0,145.83,0,0.02,0
2083.07,0,96612,50975.1,7.11,3314.36,1.48,54189.49,7.5,0,783.41,0,145.82,0,783.4,0,145.81,0,0.03,-0.02
2083.09,0,96613,50249.1,7.08,3321.26,1.47,53448.66,7.46,0,783.42,0,145.79,0,783.42,0,145.8,0,0.04,-0.03
2083.11,0,96614,49840.44,7.06,3316.67,1.48,53094.91,7.44,0,783.44,0,145.77,0,783.45,0,145.78,0,0.06,-0.05
2083.13,0,96615,49621.69,7.05,3317.35,1.48,52966,7.43,0,783.45,0,145.73,0,783.47,0,145.75,0,0.08,-0.08
2083.15,0,96616,49470.33,7.04,3319.79,1.48,52896.79,7.42,0,783.46,0,145.71,0,783.49,0,145.74,0,0.1,-0.09
2083.17,0,96617,49360.92,7.03,3319.26,1.47,52868.06,7.41,0,783.47,0,145.69,0,783.5,0,145.73,0,0.11,-0.1
2083.19,0,96618,49270.77,7.03,3317.15,1.47,52869.81,7.41,0,783.48,0,145.67,0,783.52,0,145.71,0,0.13,-0.12
2083.21,0,96619,49226.44,7.03,3317.62,1.48,52997.42,7.4,0,783.51,0,145.65,0,783.55,0,145.69,0,0.16,-0.14
2083.23,0,96620,49180.27,7.03,3316.18,1.48,53166.01,7.39,0,783.53,0,145.63,0,783.57,0,145.67,0,0.19,-0.16
2083.25,0,96621,48925.89,7.02,3310.54,1.49,52993.52,7.38,0,783.54,0,145.61,0,783.59,0,145.66,0,0.2,-0.18
2083.27,0,96622,50592.69,7.09,3317.69,1.5,NULL,NULL,1048576,783.21,0,146.11,0,783.11,0,146.02,0,-0.22,0.18
2083.29,0,96623,51104.46,7.11,3314.26,1.5,53702.55,7.49,0,783.2,0,146.12,0,783.08,0,146.04,0,-0.23,0.2
2083.31,0,96624,51119.92,7.12,3312.55,1.5,53688.86,7.5,0,783.23,0,146.11,0,783.12,0,146.03,0,-0.2,0.19
2083.33,0,96625,51113.75,7.12,3314,1.5,53754.52,7.5,0,783.24,0,146.09,0,783.13,0,146,0,-0.19,0.17
2083.35,0,96626,51139.14,7.12,3313.35,1.5,53818.68,7.5,0,783.27,0,146.06,0,783.17,0,145.98,0,-0.16,0.15
2083.37,0,96627,51173.75,7.13,3315.28,1.49,53927.03,7.51,0,783.29,0,146.03,0,783.2,0,145.95,0,-0.13,0.12
2083.39,0,96628,51196.11,7.12,3310.52,1.49,54008.83,7.51,0,783.31,0,146,0,783.23,0,145.94,0,-0.12,0.11
2083.41,0,96629,51202.46,7.12,3322.25,1.48,54051.24,7.51,0,783.33,0,145.97,0,783.26,0,145.92,0,-0.09,0.09
2083.43,0,96630,51218.9,7.12,3315.78,1.48,54109.52,7.51,0,783.34,0,145.96,0,783.28,0,145.9,0,-0.07,0.08
2083.45,0,96631,51181.44,7.12,3322.6,1.48,54179.47,7.51,0,783.35,0,145.92,0,783.31,0,145.86,0,-0.06,0.04
2083.47,0,96632,51228.18,7.13,3319.39,1.48,54251.89,7.51,0,783.38,0,145.91,0,783.35,0,145.86,0,-0.02,0.04
2083.49,0,96633,51259.84,7.13,3320.39,1.48,54363.85,7.51,0,783.39,0,145.88,0,783.36,0,145.84,0,-0.01,0.01
2083.52,0,96634,51276,7.13,3322.85,1.48,54408.14,7.51,0,783.4,0,145.86,0,783.39,0,145.83,0,0.01,0
2083.54,0,96635,51268.65,7.13,3326.73,1.48,54477.12,7.51,0,783.4,0,145.83,0,783.39,0,145.81,0,0.02,-0.02
2083.56,0,96636,51260.63,7.12,3323.01,1.48,54498.71,7.51,0,783.42,0,145.8,0,783.42,0,145.8,0,0.04,-0.03
2083.58,0,96637,51245.34,7.12,3327.39,1.48,54573.54,7.51,0,783.43,0,145.77,0,783.43,0,145.78,0,0.05,-0.05
2083.6,0,96638,51229.88,7.12,3329.34,1.47,54602.93,7.51,0,783.44,0,145.76,0,783.45,0,145.77,0,0.07,-0.06
2083.62,0,96639,51198.8,7.12,3329.12,1.47,54643.96,7.5,0,783.45,0,145.73,0,783.47,0,145.76,0,0.08,-0.08
2083.64,0,96640,51093.33,7.12,3328.21,1.47,54646.15,7.5,0,783.47,0,145.71,0,783.49,0,145.74,0,0.11,-0.09
2083.66,0,96641,50886.13,7.11,3330.89,1.48,54634.52,7.48,0,783.49,0,145.67,0,783.52,0,145.71,0,0.13,-0.13
2083.68,0,96642,50837.28,7.11,3324.38,1.48,54680.75,7.48,0,783.5,0,145.65,0,783.54,0,145.7,0,0.15,-0.14
2083.7,0,96643,50680.83,7.1,3327.07,1.48,54687.53,7.46,0,783.51,0,145.64,0,783.56,0,145.68,0,0.17,-0.15
2083.72,0,96644,50644.56,7.1,3322.37,1.49,54729.88,7.46,0,783.53,0,145.62,0,783.57,0,145.67,0,0.19,-0.17
2083.74,0,96645,50419.73,7.09,3323.23,1.48,54652.76,7.44,0,783.54,0,145.6,0,783.59,0,145.65,0,0.21,-0.19
2083.76,0,96646,NULL,NULL,NULL,NULL,NULL,NULL,1097760,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2083.78,0,96647,52758.56,7.2,3323.34,1.5,55470.4,7.58,0,783.28,0,146.06,0,783.18,0,145.98,0,-0.15,0.15
2083.8,0,96648,52819.88,7.2,3323.91,1.49,55562.88,7.59,0,783.28,0,146.05,0,783.19,0,145.97,0,-0.14,0.14
2083.82,0,96649,52841.2,7.2,3323.87,1.49,55603.69,7.59,0,783.31,0,146.03,0,783.23,0,145.96,0,-0.12,0.12
2083.84,0,96650,52826.2,7.2,3328.27,1.49,55616.41,7.59,0,783.33,0,146,0,783.26,0,145.94,0,-0.1,0.11
2083.86,0,96651,52827.88,7.2,3324.2,1.49,55671.85,7.59,0,783.33,0,145.98,0,783.27,0,145.92,0,-0.09,0.09
2083.88,0,96652,52837.94,7.2,3323.27,1.49,55706.51,7.59,0,783.34,0,145.96,0,783.28,0,145.91,0,-0.07,0.08
2083.9,0,96653,52834.13,7.2,3325.95,1.49,55705.66,7.59,0,783.35,0,145.96,0,783.3,0,145.9,0,-0.06,0.08
2083.92,0,96654,52820.79,7.2,3330.54,1.49,55731.62,7.59,0,783.36,0,145.95,0,783.31,0,145.9,0,-0.06,0.07
2083.94,0,96655,52740.01,7.2,3330.31,1.49,55723.04,7.58,0,783.37,0,145.92,0,783.34,0,145.87,0,-0.03,0.04
2083.96,0,96656,52703.38,7.19,3328.09,1.48,55717.83,7.58,0,783.38,0,145.9,0,783.36,0,145.86,0,-0.01,0.03
2083.99,0,96657,52671.59,7.19,3327.51,1.48,55728.77,7.58,0,783.39,0,145.89,0,783.37,0,145.85,0,0,0.02
2084.01,0,96658,52547.42,7.19,3332.13,1.48,55718.06,7.57,0,783.4,0,145.82,0,783.4,0,145.81,0,0.02,-0.02
2084.03,0,96659,52525.42,7.19,3332.26,1.48,55736.78,7.56,0,783.41,0,145.8,0,783.41,0,145.8,0,0.03,-0.03
2084.05,0,96660,52572.72,7.19,3330.19,1.48,55792.14,7.57,0,783.42,0,145.79,0,783.42,0,145.79,0,0.04,-0.04
2084.07,0,96661,52483.88,7.19,3330.82,1.48,55741.18,7.56,0,783.43,0,145.77,0,783.44,0,145.78,0,0.05,-0.05
2084.09,0,96662,52369.16,7.18,3333.29,1.48,55690.99,7.55,0,783.44,0,145.75,0,783.46,0,145.77,0,0.07,-0.06
2084.11,0,96663,52258.7,7.17,3331.46,1.48,55631.1,7.55,0,783.45,0,145.74,0,783.47,0,145.76,0,0.08,-0.07
2084.13,0,96664,52168.93,7.17,3335.81,1.48,55571.85,7.55,0,783.46,0,145.72,0,783.48,0,145.75,0,0.09,-0.08
2084.15,0,96665,52023,7.16,3334.59,1.48,55528.34,7.53,0,783.47,0,145.7,0,783.5,0,145.73,0,0.11,-0.1
2084.17,0,96666,51998.84,7.16,3335.48,1.47,55515.84,7.54,0,783.47,0,145.69,0,783.5,0,145.73,0,0.11,-0.11
2084.19,0,96667,51864.78,7.16,3334.99,1.47,55464.2,7.53,0,783.48,0,145.68,0,783.52,0,145.72,0,0.12,-0.12
2084.21,0,96668,51724.55,7.15,3338.92,1.48,55393.91,7.52,0,783.49,0,145.66,0,783.53,0,145.7,0,0.14,-0.13
2084.23,0,96669,51565.57,7.14,3330.97,1.48,55311.5,7.51,0,783.5,0,145.64,0,783.54,0,145.69,0,0.15,-0.15
2084.25,0,96670,52851.45,7.2,3327.99,1.5,NULL,NULL,1048576,783.23,0,146.09,0,783.13,0,146.01,0,-0.2,0.17
2084.27,0,96671,53227.52,7.22,3327.64,1.5,55820.43,7.6,0,783.2,0,146.11,0,783.09,0,146.03,0,-0.22,0.19
2084.29,0,96672,53164.26,7.21,3326.7,1.5,55793.73,7.6,0,783.22,0,146.1,0,783.11,0,146.02,0,-0.2,0.18
2084.31,0,96673,53088.49,7.21,3328.07,1.5,55742,7.6,0,783.25,0,146.07,0,783.14,0,146,0,-0.18,0.16
2084.33,0,96674,53026.72,7.21,3326.93,1.5,55716.11,7.6,0,783.26,0,146.06,0,783.17,0,145.98,0,-0.16,0.14
2084.35,0,96675,52939.02,7.21,3327.73,1.5,55674.72,7.59,0,783.28,0,146.03,0,783.2,0,145.96,0,-0.14,0.12
2084.37,0,96676,52834.52,7.2,3334.61,1.49,55630.78,7.59,0,783.31,0,145.99,0,783.23,0,145.93,0,-0.11,0.1
2084.39,0,96677,52735.23,7.2,3333.8,1.49,55581.2,7.58,0,783.33,0,145.96,0,783.26,0,145.91,0,-0.09,0.08
2084.41,0,96678,52631.06,7.19,3336.01,1.48,55496.26,7.58,0,783.35,0,145.95,0,783.3,0,145.9,0,-0.06,0.07
2084.43,0,96679,52576.85,7.19,3336.91,1.48,55486.43,7.57,0,783.35,0,145.94,0,783.31,0,145.88,0,-0.06,0.06
2084.45,0,96680,52487.47,7.19,3337.54,1.49,55453.93,7.57,0,783.36,0,145.92,0,783.33,0,145.87,0,-0.04,0.04
2084.48,0,96681,52382.68,7.18,3340.88,1.48,55410.31,7.57,0,783.38,0,145.9,0,783.36,0,145.85,0,-0.01,0.02
2084.5,0,96682,52216.02,7.17,3341.79,1.48,55339.51,7.55,0,783.4,0,145.85,0,783.39,0,145.82,0,0.01,-0.01
2084.52,0,96683,52047.79,7.16,3338.74,1.48,55254.27,7.55,0,783.41,0,145.8,0,783.41,0,145.8,0,0.03,-0.03
2084.54,0,96684,51968.45,7.16,3335.66,1.48,55226.32,7.54,0,783.42,0,145.79,0,783.42,0,145.79,0,0.04,-0.04
2084.56,0,96685,51807.55,7.15,3344.98,1.48,55130.27,7.53,0,783.44,0,145.76,0,783.45,0,145.77,0,0.07,-0.06
2084.58,0,96686,51671.66,7.15,3340.04,1.47,55093.89,7.53,0,783.45,0,145.73,0,783.48,0,145.76,0,0.09,-0.08
2084.6,0,96687,51481.14,7.14,3342.05,1.48,54997.73,7.52,0,783.46,0,145.7,0,783.49,0,145.74,0,0.1,-0.1
2084.62,0,96688,51300.24,7.13,3345.23,1.48,54908.09,7.51,0,783.48,0,145.69,0,783.51,0,145.72,0,0.12,-0.11
2084.64,0,96689,51159.31,7.12,3341,1.47,54836.65,7.5,0,783.48,0,145.67,0,783.52,0,145.71,0,0.13,-0.12
2084.66,0,96690,50973.11,7.11,3344.15,1.48,54761.48,7.49,0,783.5,0,145.66,0,783.55,0,145.7,0,0.16,-0.13
2084.68,0,96691,50658.75,7.1,3344.81,1.48,54654.32,7.46,0,783.52,0,145.62,0,783.57,0,145.67,0,0.18,-0.17
2084.7,0,96692,50417.33,7.09,3341.77,1.49,54557.34,7.45,0,783.54,0,145.61,0,783.59,0,145.66,0,0.2,-0.19
2084.72,0,96693,50288.26,7.08,3337.66,1.49,54496.16,7.44,0,783.55,0,145.6,0,783.6,0,145.65,0,0.22,-0.2
2084.74,0,96694,51870.57,7.16,3341.62,1.49,NULL,NULL,1048576,783.31,0,145.98,0,783.24,0,145.92,0,-0.11,0.09
2084.76,0,96695,52254.38,7.17,3334.42,1.49,55111.14,7.56,0,783.3,0,146,0,783.22,0,145.94,0,-0.12,0.11
2084.78,0,96696,52089.32,7.17,3342.87,1.49,54967.2,7.55,0,783.33,0,145.98,0,783.26,0,145.92,0,-0.09,0.1
2084.8,0,96697,51884.73,7.16,3344.1,1.49,54858.97,7.54,0,783.35,0,145.93,0,783.3,0,145.88,0,-0.06,0.05
2084.82,0,96698,51752.18,7.15,3342.96,1.49,54779.13,7.54,0,783.36,0,145.91,0,783.33,0,145.86,0,-0.04,0.03
2084.84,0,96699,51623.66,7.15,3347.97,1.49,54687.42,7.53,0,783.38,0,145.89,0,783.35,0,145.85,0,-0.02,0.02
2084.86,0,96700,51489.06,7.14,3351.32,1.48,54622.2,7.52,0,783.39,0,145.86,0,783.37,0,145.83,0,-0.01,0
2084.88,0,96701,51286.91,7.13,3349.55,1.48,54490.16,7.51,0,783.41,0,145.81,0,783.41,0,145.8,0,0.03,-0.02
2084.9,0,96702,51129.54,7.12,3348.84,1.48,54430.11,7.5,0,783.43,0,145.77,0,783.44,0,145.78,0,0.05,-0.05
2084.92,0,96703,50919.1,7.11,3349.48,1.48,54342.51,7.49,0,783.45,0,145.74,0,783.46,0,145.76,0,0.08,-0.07
2084.95,0,96704,50682.24,7.1,3352.97,1.48,54197.83,7.48,0,783.46,0,145.71,0,783.49,0,145.74,0,0.1,-0.1
2084.97,0,96705,50455.95,7.09,3354.91,1.48,54051.5,7.47,0,783.48,0,145.68,0,783.51,0,145.72,0,0.12,-0.11
2084.99,0,96706,51466.94,7.13,3342.72,1.5,NULL,NULL,1048576,783.18,0,146.13,0,783.07,0,146.05,0,-0.25,0.21
2085.01,0,96707,51723.19,7.15,3335.97,1.51,54281.23,7.52,0,783.15,0,146.14,0,783.04,0,146.07,0,-0.26,0.23
2085.03,0,96708,51619.6,7.14,3342.5,1.5,54202.52,7.52,0,783.18,0,146.12,0,783.07,0,146.05,0,-0.24,0.21
2085.05,0,96709,51514.14,7.14,3344.8,1.5,54121.39,7.52,0,783.21,0,146.1,0,783.1,0,146.02,0,-0.22,0.19
2085.07,0,96710,51406.16,7.13,3340.13,1.5,54069.64,7.51,0,783.23,0,146.07,0,783.13,0,145.99,0,-0.19,0.16
2085.09,0,96711,51284.56,7.13,3341.19,1.5,53994.05,7.51,0,783.26,0,146.05,0,783.16,0,145.97,0,-0.17,0.14
2085.11,0,96712,51145.99,7.13,3344.45,1.5,53858.64,7.51,0,783.29,0,146.02,0,783.2,0,145.95,0,-0.14,0.12
2085.13,0,96713,50984.11,7.12,3349.29,1.49,53764.95,7.5,0,783.31,0,145.99,0,783.23,0,145.93,0,-0.12,0.1
2085.15,0,96714,50826.22,7.11,3352.26,1.49,53669.29,7.49,0,783.33,0,145.96,0,783.26,0,145.9,0,-0.09,0.08
2085.17,0,96715,50681.02,7.1,3349.3,1.49,53548.97,7.48,0,783.34,0,145.94,0,783.29,0,145.89,0,-0.07,0.06
2085.19,0,96716,50553.11,7.1,3352.2,1.49,53457.12,7.48,0,783.35,0,145.92,0,783.31,0,145.87,0,-0.06,0.05
2085.21,0,96717,50435.77,7.09,3350.99,1.48,53413.52,7.47,0,783.37,0,145.89,0,783.34,0,145.85,0,-0.03,0.02
2085.23,0,96718,50227.6,7.08,3357,1.48,53287.46,7.46,0,783.39,0,145.87,0,783.37,0,145.83,0,-0.01,0
2085.25,0,96719,50175.74,7.08,3358.36,1.48,53274.05,7.46,0,783.4,0,145.83,0,783.39,0,145.81,0,0.01,-0.02
2085.27,0,96720,50147.72,7.07,3359.34,1.47,53321.47,7.45,0,783.41,0,145.8,0,783.4,0,145.8,0,0.02,-0.03
2085.29,0,96721,49902.77,7.07,3355.28,1.48,53124.98,7.44,0,783.43,0,145.77,0,783.44,0,145.78,0,0.05,-0.05
2085.31,0,96722,49606.01,7.05,3355.56,1.48,52941.41,7.43,0,783.45,0,145.73,0,783.47,0,145.76,0,0.08,-0.07
2085.33,0,96723,49422.29,7.04,3363.78,1.48,52796.82,7.42,0,783.45,0,145.72,0,783.47,0,145.75,0,0.08,-0.08
2085.35,0,96724,49258.22,7.03,3358.93,1.48,52674.56,7.41,0,783.46,0,145.71,0,783.49,0,145.74,0,0.1,-0.09
2085.37,0,96725,49044.51,7.02,3360.37,1.47,52534.7,7.39,0,783.46,0,145.69,0,783.49,0,145.72,0,0.1,-0.11
2085.39,0,96726,48835.88,7.01,3359.19,1.48,52392.02,7.38,0,783.48,0,145.68,0,783.51,0,145.72,0,0.12,-0.12
2085.42,0,96727,48584.86,7,3360.53,1.48,52244.72,7.37,0,783.49,0,145.66,0,783.53,0,145.7,0,0.13,-0.13
2085.44,0,96728,48322.78,6.99,3361.45,1.48,52098.95,7.36,0,783.5,0,145.64,0,783.54,0,145.69,0,0.15,-0.15
2085.46,0,96729,48237.3,6.99,3361.93,1.49,52054.71,7.35,8192,783.51,0,145.63,0,783.55,0,145.68,0,0.17,-0.16
2085.48,0,96730,49436.03,7.04,3353,1.5,NULL,NULL,1048576,783.13,0,146.16,0,783.03,0,146.08,0,-0.28,0.25
2085.5,0,96731,49755.57,7.05,3352.64,1.5,52136.02,7.42,0,783.08,0,146.18,0,782.98,0,146.13,0,-0.31,0.28
2085.52,0,96732,49643.67,7.04,3353.35,1.5,52054.29,7.42,0,783.12,0,146.16,0,783.01,0,146.1,0,-0.29,0.25
2085.54,0,96733,49522.61,7.04,3351.38,1.5,51940.06,7.41,0,783.13,0,146.15,0,783.01,0,146.09,0,-0.29,0.25
2085.56,0,96734,49425.64,7.04,3352.43,1.5,51819.05,7.42,0,783.16,0,146.14,0,783.04,0,146.08,0,-0.26,0.23
2085.58,0,96735,49272.66,7.03,3354.88,1.5,51709.51,7.41,0,783.18,0,146.12,0,783.06,0,146.05,0,-0.25,0.21
2085.6,0,96736,49127.07,7.03,3352.86,1.5,51600.38,7.4,0,783.2,0,146.11,0,783.09,0,146.03,0,-0.22,0.2
2085.62,0,96737,48980.38,7.02,3357.9,1.5,51457.06,7.4,0,783.23,0,146.09,0,783.13,0,146.01,0,-0.2,0.18
2085.64,0,96738,48837.64,7.01,3355.04,1.5,51347.48,7.39,0,783.25,0,146.07,0,783.15,0,145.99,0,-0.18,0.16
2085.66,0,96739,48683.91,7.01,3359.74,1.5,51200.13,7.38,0,783.26,0,146.05,0,783.17,0,145.98,0,-0.17,0.14
2085.68,0,96740,48536.19,7,3357.47,1.5,51087.03,7.37,0,783.28,0,146.03,0,783.19,0,145.96,0,-0.14,0.13
2085.7,0,96741,48357.28,6.99,3361.98,1.49,50955.4,7.37,0,783.3,0,145.99,0,783.22,0,145.93,0,-0.12,0.1
2085.72,0,96742,NULL,NULL,NULL,NULL,NULL,NULL,1081376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2085.74,0,96743,48325.15,6.99,3362.5,1.5,50682.09,7.36,0,783.24,0,146.1,0,783.14,0,146.02,0,-0.19,0.18
2085.76,0,96744,48207.9,6.98,3358.51,1.5,50580.11,7.36,0,783.25,0,146.07,0,783.15,0,146,0,-0.18,0.16
2085.78,0,96745,48035.83,6.98,3359.18,1.5,50461.93,7.35,0,783.27,0,146.05,0,783.18,0,145.97,0,-0.15,0.14
2085.8,0,96746,47895.21,6.97,3363.27,1.49,50321.02,7.34,0,783.29,0,146.04,0,783.2,0,145.97,0,-0.14,0.13
2085.82,0,96747,47768.61,6.97,3363.15,1.5,50212.33,7.34,0,783.3,0,146.02,0,783.22,0,145.95,0,-0.12,0.12
2085.84,0,96748,47661.64,6.96,3361.33,1.5,50103.84,7.33,0,783.31,0,146.01,0,783.23,0,145.95,0,-0.12,0.12
2085.86,0,96749,47609.3,6.96,3363.11,1.49,50107.31,7.33,0,783.32,0,145.99,0,783.25,0,145.93,0,-0.1,0.1
2085.89,0,96750,47669.08,6.96,3364.11,1.5,50168.34,7.33,0,783.33,0,145.98,0,783.26,0,145.92,0,-0.09,0.1
2085.91,0,96751,47396.59,6.95,3367.16,1.49,49936.7,7.32,0,783.34,0,145.95,0,783.29,0,145.9,0,-0.07,0.07
2085.93,0,96752,47165.94,6.94,3367.11,1.49,49782.34,7.31,0,783.36,0,145.93,0,783.32,0,145.88,0,-0.05,0.05
2085.95,0,96753,46991.8,6.93,3365.62,1.49,49602.16,7.29,0,783.36,0,145.92,0,783.33,0,145.87,0,-0.04,0.04
2085.97,0,96754,46788.41,6.92,3371.99,1.48,49475.46,7.28,0,783.37,0,145.88,0,783.34,0,145.84,0,-0.03,0.01
2085.99,0,96755,46699.22,6.91,3371.65,1.49,49352.51,7.28,0,783.38,0,145.9,0,783.35,0,145.85,0,-0.02,0.03
2086.01,0,96756,46544.48,6.91,3369.68,1.48,49263.73,7.27,0,783.38,0,145.86,0,783.36,0,145.83,0,-0.01,0
2086.03,0,96757,46448.92,6.9,3371.38,1.48,49179.83,7.27,0,783.39,0,145.84,0,783.38,0,145.82,0,0,-0.01
2086.05,0,96758,46294.08,6.89,3371.97,1.48,49087.5,7.26,0,783.4,0,145.81,0,783.4,0,145.8,0,0.02,-0.02
2086.07,0,96759,46155.72,6.89,3375.23,1.48,49021.9,7.25,0,783.41,0,145.78,0,783.42,0,145.79,0,0.03,-0.04
2086.09,0,96760,46049.78,6.88,3374.85,1.48,48956.87,7.24,0,783.42,0,145.76,0,783.43,0,145.78,0,0.04,-0.05
2086.11,0,96761,45889.65,6.87,3373.29,1.48,48875.52,7.24,0,783.44,0,145.73,0,783.45,0,145.76,0,0.06,-0.07
2086.13,0,96762,45706.52,6.86,3376.6,1.47,48798.25,7.23,0,783.46,0,145.71,0,783.48,0,145.74,0,0.09,-0.09
2086.15,0,96763,45579.29,6.86,3376.52,1.48,48759.27,7.22,0,783.47,0,145.69,0,783.51,0,145.73,0,0.11,-0.1
2086.17,0,96764,45398.58,6.85,3376.71,1.48,48702.06,7.21,0,783.49,0,145.66,0,783.53,0,145.7,0,0.13,-0.13
2086.19,0,96765,45233.16,6.84,3380.25,1.48,48623.16,7.2,0,783.5,0,145.64,0,783.54,0,145.69,0,0.15,-0.15
2086.21,0,96766,46262.5,6.89,3369.75,1.5,NULL,NULL,1048576,783.23,0,146.06,0,783.14,0,145.98,0,-0.2,0.15
2086.23,0,96767,46624.63,6.91,3368.23,1.5,48915.05,7.28,0,783.2,0,146.09,0,783.1,0,146.01,0,-0.22,0.18
2086.25,0,96768,46601.87,6.9,3367.27,1.5,48913.06,7.27,0,783.21,0,146.09,0,783.11,0,146.01,0,-0.21,0.18
2086.27,0,96769,46547.23,6.9,3370.29,1.5,48913.75,7.27,0,783.24,0,146.06,0,783.14,0,145.99,0,-0.19,0.16
2086.29,0,96770,46630.15,6.91,3371.19,1.5,49014.61,7.28,0,783.25,0,146.06,0,783.16,0,145.98,0,-0.17,0.15
2086.31,0,96771,46791.67,6.92,3371.28,1.5,49203.18,7.29,0,783.27,0,146.05,0,783.17,0,145.97,0,-0.16,0.14
2086.33,0,96772,46646.75,6.91,3373.1,1.5,49113.25,7.28,0,783.29,0,146,0,783.21,0,145.94,0,-0.13,0.11
2086.36,0,96773,46556.42,6.9,3377.57,1.49,49068.63,7.28,0,783.31,0,145.98,0,783.23,0,145.92,0,-0.12,0.09
2086.38,0,96774,46543.62,6.9,3373.54,1.49,49059.28,7.28,0,783.31,0,145.98,0,783.24,0,145.92,0,-0.11,0.1
2086.4,0,96775,46482.1,6.9,3377.22,1.5,49051.39,7.27,0,783.32,0,145.96,0,783.25,0,145.91,0,-0.1,0.08
2086.42,0,96776,46529.03,6.91,3380.55,1.49,49136.36,7.28,0,783.33,0,145.94,0,783.27,0,145.89,0,-0.09,0.07
2086.44,0,96777,46483.34,6.9,3378.02,1.49,49112.04,7.28,0,783.34,0,145.94,0,783.29,0,145.89,0,-0.08,0.06
2086.46,0,96778,46387.36,6.9,3382.42,1.49,49086.33,7.27,0,783.36,0,145.9,0,783.33,0,145.85,0,-0.04,0.03
2086.48,0,96779,46381.56,6.9,3385.77,1.48,49121.8,7.27,0,783.37,0,145.88,0,783.34,0,145.84,0,-0.04,0.02
2086.5,0,96780,46399.49,6.9,3385.15,1.48,49147.13,7.27,0,783.37,0,145.88,0,783.35,0,145.84,0,-0.03,0.01
2086.52,0,96781,46373.97,6.9,3386.85,1.48,49183.14,7.27,0,783.38,0,145.85,0,783.37,0,145.82,0,-0.01,0
2086.54,0,96782,46363.26,6.9,3381.76,1.48,49241.83,7.27,0,783.4,0,145.83,0,783.39,0,145.81,0,0.01,-0.01
2086.56,0,96783,46335.82,6.89,3389.03,1.48,49253.29,7.26,0,783.41,0,145.79,0,783.41,0,145.8,0,0.02,-0.03
2086.58,0,96784,46417.97,6.89,3385.68,1.48,49442.64,7.27,0,783.42,0,145.76,0,783.43,0,145.78,0,0.04,-0.05
2086.6,0,96785,46347.29,6.9,3388.41,1.48,49409.88,7.27,0,783.43,0,145.75,0,783.44,0,145.77,0,0.05,-0.06
2086.62,0,96786,46294.35,6.89,3387.01,1.48,NULL,NULL,4,783.44,0,145.72,0,783.46,0,145.75,0,NULL,NULL
2086.64,0,96787,46294.01,6.89,3389.52,1.48,49473.26,7.26,0,783.45,0,145.72,0,783.48,0,145.75,0,0.08,-0.09
2086.66,0,96788,46312.16,6.9,3390.46,1.48,49562.99,7.26,0,783.46,0,145.7,0,783.49,0,145.73,0,0.09,-0.1
2086.68,0,96789,46164.42,6.88,3388.12,1.47,49577.97,7.25,0,783.48,0,145.66,0,783.52,0,145.7,0,0.12,-0.13
2086.7,0,96790,47310.77,6.94,3381.05,1.5,NULL,NULL,1048576,783.19,0,146.1,0,783.08,0,146.02,0,-0.24,0.19
2086.72,0,96791,47693.95,6.96,3379.54,1.51,50073.58,7.33,0,783.15,0,146.13,0,783.04,0,146.06,0,-0.26,0.22
2086.74,0,96792,47788.57,6.96,3379.02,1.5,50227.61,7.33,0,783.16,0,146.11,0,783.05,0,146.04,0,-0.26,0.2
2086.76,0,96793,47866.2,6.97,3381.9,1.51,50320.64,7.34,0,783.19,0,146.1,0,783.08,0,146.03,0,-0.23,0.19
2086.78,0,96794,47937.21,6.97,3383.88,1.5,50406.53,7.35,0,783.22,0,146.08,0,783.11,0,146.01,0,-0.21,0.17
2086.8,0,96795,47989.63,6.97,3380.58,1.5,50478.13,7.35,0,783.23,0,146.07,0,783.13,0,145.99,0,-0.2,0.16
2086.83,0,96796,48051.68,6.98,3381.5,1.5,50561.47,7.35,0,783.24,0,146.06,0,783.14,0,145.98,0,-0.19,0.15
2086.85,0,96797,48143.81,6.98,3381.41,1.5,50666.1,7.36,0,783.25,0,146.06,0,783.15,0,145.98,0,-0.18,0.15
2086.87,0,96798,48179.76,6.98,3382.05,1.5,50790,7.36,0,783.27,0,146.02,0,783.18,0,145.95,0,-0.16,0.12
